,checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit,dummy,checking_account_status_cat,credit_history_cat,purpose_cat,savings_account_balance_cat,time_employed_yrs_cat,gender_status_cat,other_signators_cat,property_cat,other_credit_outstanding_cat,home_ownership_cat,job_category_cat,telephone_cat,foreign_worker_cat
621,0 - 200 DM,48,no credit - paid,business,12204,unknown/none,1 - 4 years,2,male-single,none,2,car or other,48,bank,own,1,highly skilled,1,yes,yes,0,1.0,0,3,0,4,0,3,2,1,0,1,0,1,1
622,0 - 200 DM,60,past payment delays,radio/television,9157,unknown/none,1 - 4 years,2,male-single,none,2,unknown-none,27,none,for free,1,highly skilled,1,none,yes,0,1.0,0,4,7,4,0,3,2,3,1,0,0,0,1
623,< 0 DM,6,critical account - other non-bank loans,car (new),3676,< 100 DM,1 - 4 years,1,male-single,none,3,real estate,37,none,rent,3,skilled,2,none,yes,0,1.0,1,1,1,2,0,3,2,2,1,2,1,0,1
624,0 - 200 DM,30,current loans paid,furniture/equipment,3441,100 - 500 DM,1 - 4 years,2,female-divorced/separated/married,co-applicant,4,car or other,21,none,rent,1,skilled,1,none,yes,1,1.0,0,2,5,0,0,0,0,1,1,2,1,0,1
625,none,12,current loans paid,car (new),640,< 100 DM,1 - 4 years,4,male-divorced/separated,none,2,real estate,49,none,own,1,unskilled-resident,1,none,yes,0,1.0,3,2,1,2,0,1,2,2,1,1,3,0,1
626,0 - 200 DM,21,critical account - other non-bank loans,business,3652,< 100 DM,4 - 7 years,2,male-single,none,3,building society savings/life insurance,27,none,own,2,skilled,1,none,yes,0,1.0,0,1,0,2,1,3,2,0,1,1,1,0,1
627,none,18,critical account - other non-bank loans,car (new),1530,< 100 DM,1 - 4 years,3,male-single,none,2,building society savings/life insurance,32,bank,own,2,skilled,1,none,yes,1,1.0,3,1,1,2,0,3,2,0,0,1,1,0,1
628,none,48,current loans paid,business,3914,unknown/none,1 - 4 years,4,male-divorced/separated,none,2,real estate,38,bank,own,1,skilled,1,none,yes,1,1.0,3,2,0,4,0,1,2,2,0,1,1,0,1
629,< 0 DM,12,current loans paid,furniture/equipment,1858,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,car or other,22,none,rent,1,skilled,1,none,yes,0,1.0,1,2,5,2,2,0,2,1,1,2,1,0,1
630,< 0 DM,18,current loans paid,radio/television,2600,< 100 DM,1 - 4 years,4,male-single,none,4,unknown-none,65,none,for free,2,skilled,1,none,yes,1,1.0,1,2,7,2,0,3,2,3,1,0,1,0,1
631,none,15,current loans paid,radio/television,1979,unknown/none,>= 7 years,4,male-single,none,2,car or other,35,none,own,1,skilled,1,none,yes,0,1.0,3,2,7,4,3,3,2,1,1,1,1,0,1
632,> 200 DM or salary assignment,6,current loans paid,furniture/equipment,2116,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,41,none,own,1,skilled,1,yes,yes,0,1.0,2,2,5,2,0,3,2,2,1,1,1,1,1
633,0 - 200 DM,9,all loans at bank paid,car (new),1437,100 - 500 DM,4 - 7 years,2,male-single,none,3,unknown-none,29,none,own,1,skilled,1,none,yes,1,1.0,0,0,1,0,1,3,2,3,1,1,1,0,1
634,none,42,critical account - other non-bank loans,furniture/equipment,4042,500 - 1000 DM,1 - 4 years,4,male-single,none,4,real estate,36,none,own,2,skilled,1,yes,yes,0,1.0,3,1,5,1,0,3,2,2,1,1,1,1,1
635,none,9,current loans paid,education,3832,unknown/none,>= 7 years,1,male-single,none,4,real estate,64,none,own,1,unskilled-resident,1,none,yes,0,1.0,3,2,4,4,3,3,2,2,1,1,3,0,1
636,< 0 DM,24,current loans paid,radio/television,3660,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,28,none,own,1,skilled,1,none,yes,0,1.0,1,2,7,2,0,0,2,1,1,1,1,0,1
637,< 0 DM,18,all loans at bank paid,furniture/equipment,1553,< 100 DM,1 - 4 years,4,male-single,none,3,car or other,44,bank,own,1,skilled,1,none,yes,1,1.0,1,0,5,2,0,3,2,1,0,1,1,0,1
638,0 - 200 DM,15,current loans paid,radio/television,1444,unknown/none,< 1 year,4,male-single,none,1,building society savings/life insurance,23,none,own,1,skilled,1,none,yes,0,1.0,0,2,7,4,2,3,2,0,1,1,1,0,1
639,none,9,current loans paid,furniture/equipment,1980,< 100 DM,< 1 year,2,female-divorced/separated/married,co-applicant,2,car or other,19,none,rent,2,skilled,1,none,yes,1,1.0,3,2,5,2,2,0,0,1,1,2,1,0,1
640,0 - 200 DM,24,current loans paid,car (new),1355,< 100 DM,< 1 year,3,female-divorced/separated/married,none,4,car or other,25,none,own,1,unskilled-resident,1,yes,yes,1,1.0,0,2,1,2,2,0,2,1,1,1,3,1,1
641,none,12,current loans paid,education,1393,< 100 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,47,bank,own,3,skilled,2,yes,yes,0,1.0,3,2,4,2,3,3,2,0,0,1,1,1,1
642,none,24,current loans paid,radio/television,1376,500 - 1000 DM,4 - 7 years,4,female-divorced/separated/married,none,1,car or other,28,none,own,1,skilled,1,none,yes,0,1.0,3,2,7,1,1,0,2,1,1,1,1,0,1
643,none,60,past payment delays,radio/television,15653,< 100 DM,4 - 7 years,2,male-single,none,4,car or other,21,none,own,2,skilled,1,yes,yes,0,1.0,3,4,7,2,1,3,2,1,1,1,1,1,1
644,none,12,current loans paid,radio/television,1493,< 100 DM,< 1 year,4,female-divorced/separated/married,none,3,car or other,34,none,own,1,skilled,2,none,yes,0,1.0,3,2,7,2,2,0,2,1,1,1,1,0,1
645,< 0 DM,42,past payment delays,radio/television,4370,< 100 DM,4 - 7 years,3,male-single,none,2,building society savings/life insurance,26,bank,own,2,skilled,2,yes,yes,1,1.0,1,4,7,2,1,3,2,0,0,1,1,1,1
646,< 0 DM,18,current loans paid,education,750,< 100 DM,unemployed,4,female-divorced/separated/married,none,1,real estate,27,none,own,1,unemployed-unskilled-non-resident,1,none,yes,1,1.0,1,2,4,2,4,0,2,2,1,1,2,0,1
647,0 - 200 DM,15,current loans paid,repairs,1308,< 100 DM,>= 7 years,4,male-single,none,4,car or other,38,none,own,2,unskilled-resident,1,none,yes,0,1.0,0,2,8,2,3,3,2,1,1,1,3,0,1
648,none,15,current loans paid,education,4623,100 - 500 DM,1 - 4 years,3,male-single,none,2,building society savings/life insurance,40,none,own,1,highly skilled,1,yes,yes,1,1.0,3,2,4,0,0,3,2,0,1,1,0,1,1
649,none,24,critical account - other non-bank loans,radio/television,1851,< 100 DM,4 - 7 years,4,male-married/widowed,guarantor,2,car or other,33,none,own,2,skilled,1,yes,yes,0,1.0,3,1,7,2,1,2,1,1,1,1,1,1,1
650,< 0 DM,18,critical account - other non-bank loans,radio/television,1880,< 100 DM,4 - 7 years,4,male-married/widowed,none,1,building society savings/life insurance,32,none,own,2,highly skilled,1,yes,yes,0,1.0,1,1,7,2,1,2,2,0,1,1,0,1,1
651,none,36,past payment delays,business,7980,unknown/none,< 1 year,4,male-single,none,4,car or other,27,none,rent,2,skilled,1,yes,yes,1,1.0,3,4,0,4,2,3,2,1,1,2,1,1,1
652,< 0 DM,30,no credit - paid,furniture/equipment,4583,< 100 DM,1 - 4 years,2,male-divorced/separated,guarantor,2,real estate,32,none,own,2,skilled,1,none,yes,0,1.0,1,3,5,2,0,1,1,2,1,1,1,0,1
653,none,12,current loans paid,car (new),1386,500 - 1000 DM,1 - 4 years,2,female-divorced/separated/married,none,2,building society savings/life insurance,26,none,own,1,skilled,1,none,yes,1,1.0,3,2,1,1,0,0,2,0,1,1,1,0,1
654,> 200 DM or salary assignment,24,current loans paid,car (new),947,< 100 DM,4 - 7 years,4,male-single,none,3,unknown-none,38,bank,for free,1,skilled,2,none,yes,1,1.0,2,2,1,2,1,3,2,3,0,0,1,0,1
655,< 0 DM,12,current loans paid,education,684,< 100 DM,1 - 4 years,4,male-single,none,4,car or other,40,none,rent,1,unskilled-resident,2,none,yes,1,1.0,1,2,4,2,0,3,2,1,1,2,3,0,1
656,< 0 DM,48,current loans paid,education,7476,< 100 DM,4 - 7 years,4,male-single,none,1,unknown-none,50,none,for free,1,highly skilled,1,yes,yes,0,1.0,1,2,4,2,1,3,2,3,1,0,0,1,1
657,0 - 200 DM,12,current loans paid,furniture/equipment,1922,< 100 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,37,none,own,1,unskilled-resident,1,none,yes,1,1.0,0,2,5,2,0,3,2,0,1,1,3,0,1
658,< 0 DM,24,current loans paid,car (new),2303,< 100 DM,>= 7 years,4,male-single,co-applicant,1,real estate,45,none,own,1,skilled,1,none,yes,1,1.0,1,2,1,2,3,3,0,2,1,1,1,0,1
659,0 - 200 DM,36,past payment delays,car (new),8086,100 - 500 DM,>= 7 years,2,male-single,none,4,car or other,42,none,own,4,highly skilled,1,yes,yes,1,1.0,0,4,1,0,3,3,2,1,1,1,0,1,1
660,none,24,critical account - other non-bank loans,car (used),2346,< 100 DM,4 - 7 years,4,male-single,none,3,car or other,35,none,own,2,skilled,1,yes,yes,0,1.0,3,1,2,2,1,3,2,1,1,1,1,1,1
661,< 0 DM,14,current loans paid,car (new),3973,< 100 DM,unemployed,1,male-single,none,4,unknown-none,22,none,for free,1,skilled,1,none,yes,0,1.0,1,2,1,2,4,3,2,3,1,0,1,0,1
662,0 - 200 DM,12,current loans paid,car (new),888,< 100 DM,>= 7 years,4,male-single,none,4,car or other,41,bank,own,1,unskilled-resident,2,none,yes,1,1.0,0,2,1,2,3,3,2,1,0,1,3,0,1
663,none,48,current loans paid,radio/television,10222,unknown/none,4 - 7 years,4,male-single,none,3,car or other,37,stores,own,1,skilled,1,yes,yes,0,1.0,3,2,7,4,1,3,2,1,2,1,1,1,1
664,0 - 200 DM,30,no credit - paid,business,4221,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,1,car or other,28,none,own,2,skilled,1,none,yes,0,1.0,0,3,0,2,0,0,2,1,1,1,1,0,1
665,0 - 200 DM,18,critical account - other non-bank loans,furniture/equipment,6361,< 100 DM,>= 7 years,2,male-single,none,1,unknown-none,41,none,own,1,skilled,1,yes,yes,0,1.0,0,1,5,2,3,3,2,3,1,1,1,1,1
666,> 200 DM or salary assignment,12,current loans paid,radio/television,1297,< 100 DM,1 - 4 years,3,male-married/widowed,none,4,real estate,23,none,rent,1,skilled,1,none,yes,0,1.0,2,2,7,2,0,2,2,2,1,2,1,0,1
667,< 0 DM,12,current loans paid,car (new),900,unknown/none,1 - 4 years,4,male-married/widowed,none,2,car or other,23,none,own,1,skilled,1,none,yes,1,1.0,1,2,1,4,0,2,2,1,1,1,1,0,1
668,none,21,current loans paid,furniture/equipment,2241,< 100 DM,>= 7 years,4,male-single,none,2,real estate,50,none,own,2,skilled,1,none,yes,0,1.0,3,2,5,2,3,3,2,2,1,1,1,0,1
669,0 - 200 DM,6,past payment delays,furniture/equipment,1050,< 100 DM,unemployed,4,male-single,none,1,building society savings/life insurance,35,stores,own,2,highly skilled,1,yes,yes,0,1.0,0,4,5,2,4,3,2,0,2,1,0,1,1
670,> 200 DM or salary assignment,6,critical account - other non-bank loans,education,1047,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,4,building society savings/life insurance,50,none,own,1,unskilled-resident,1,none,yes,0,1.0,2,1,4,2,0,0,2,0,1,1,3,0,1
671,none,24,critical account - other non-bank loans,other,6314,< 100 DM,unemployed,4,male-single,co-applicant,2,unknown-none,27,bank,own,2,highly skilled,1,yes,yes,0,1.0,3,1,6,2,4,3,0,3,0,1,0,1,1
672,0 - 200 DM,30,all loans at bank paid,furniture/equipment,3496,>= 1000 DM,1 - 4 years,4,male-single,none,2,car or other,34,stores,own,1,skilled,2,yes,yes,0,1.0,0,0,5,3,0,3,2,1,2,1,1,1,1
673,none,48,all loans at bank paid,business,3609,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,1,real estate,27,stores,own,1,skilled,1,none,yes,0,1.0,3,0,0,2,0,0,2,2,2,1,1,0,1
674,< 0 DM,12,critical account - other non-bank loans,car (new),4843,< 100 DM,>= 7 years,3,male-single,co-applicant,4,building society savings/life insurance,43,none,rent,2,skilled,1,yes,yes,1,1.0,1,1,1,2,3,3,0,0,1,2,1,1,1
675,> 200 DM or salary assignment,30,critical account - other non-bank loans,radio/television,3017,< 100 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,47,none,own,1,skilled,1,none,yes,0,1.0,2,1,7,2,3,3,2,0,1,1,1,0,1
676,none,24,critical account - other non-bank loans,business,4139,100 - 500 DM,1 - 4 years,3,male-single,none,3,building society savings/life insurance,27,none,own,2,unskilled-resident,1,yes,yes,0,1.0,3,1,0,0,0,3,2,0,1,1,3,1,1
677,none,36,current loans paid,business,5742,100 - 500 DM,4 - 7 years,2,male-single,none,2,car or other,31,none,own,2,skilled,1,yes,yes,0,1.0,3,2,0,0,1,3,2,1,1,1,1,1,1
678,none,60,current loans paid,car (new),10366,< 100 DM,>= 7 years,2,male-single,none,4,building society savings/life insurance,42,none,own,1,highly skilled,1,yes,yes,0,1.0,3,2,1,2,3,3,2,0,1,1,0,1,1
679,none,15,current loans paid,car (used),3029,< 100 DM,4 - 7 years,2,male-single,none,2,car or other,33,none,own,1,skilled,1,none,yes,0,1.0,3,2,2,2,1,3,2,1,1,1,1,0,1
680,none,24,current loans paid,car (new),1393,< 100 DM,1 - 4 years,2,male-single,guarantor,2,real estate,31,none,own,1,skilled,1,yes,yes,0,1.0,3,2,1,2,0,3,1,2,1,1,1,1,1
681,none,6,critical account - other non-bank loans,car (new),2080,500 - 1000 DM,1 - 4 years,1,male-married/widowed,none,2,car or other,24,none,own,1,skilled,1,none,yes,0,1.0,3,1,1,1,0,2,2,1,1,1,1,0,1
682,none,21,past payment delays,business,2580,500 - 1000 DM,< 1 year,4,male-single,none,2,real estate,41,bank,own,1,unskilled-resident,2,none,yes,1,1.0,3,4,0,1,2,3,2,2,0,1,3,0,1
683,none,30,critical account - other non-bank loans,radio/television,4530,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,4,car or other,26,none,rent,1,highly skilled,1,yes,yes,0,1.0,3,1,7,2,1,0,2,1,1,2,0,1,1
684,none,24,critical account - other non-bank loans,furniture/equipment,5150,< 100 DM,>= 7 years,4,male-single,none,4,car or other,33,none,own,1,skilled,1,yes,yes,0,1.0,3,1,5,2,3,3,2,1,1,1,1,1,1
685,0 - 200 DM,72,current loans paid,radio/television,5595,100 - 500 DM,1 - 4 years,2,male-married/widowed,none,2,car or other,24,none,own,1,skilled,1,none,yes,1,1.0,0,2,7,0,0,2,2,1,1,1,1,0,1
686,< 0 DM,24,current loans paid,radio/television,2384,< 100 DM,>= 7 years,4,male-single,none,4,real estate,64,bank,rent,1,unskilled-resident,1,none,yes,0,1.0,1,2,7,2,3,3,2,2,0,2,3,0,1
687,none,18,current loans paid,radio/television,1453,< 100 DM,< 1 year,3,female-divorced/separated/married,none,1,real estate,26,none,own,1,skilled,1,none,yes,0,1.0,3,2,7,2,2,0,2,2,1,1,1,0,1
688,none,6,current loans paid,education,1538,< 100 DM,< 1 year,1,female-divorced/separated/married,none,2,unknown-none,56,none,own,1,skilled,1,none,yes,0,1.0,3,2,4,2,2,0,2,3,1,1,1,0,1
689,none,12,current loans paid,radio/television,2279,unknown/none,1 - 4 years,4,male-single,none,4,unknown-none,37,none,for free,1,skilled,1,yes,yes,0,1.0,3,2,7,4,0,3,2,3,1,0,1,1,1
690,none,15,past payment delays,radio/television,1478,< 100 DM,1 - 4 years,4,male-married/widowed,none,3,real estate,33,bank,own,2,skilled,1,none,yes,0,1.0,3,4,7,2,0,2,2,2,0,1,1,0,1
691,none,24,critical account - other non-bank loans,radio/television,5103,< 100 DM,< 1 year,3,male-married/widowed,none,3,unknown-none,47,none,for free,3,skilled,1,yes,yes,0,1.0,3,1,7,2,2,2,2,3,1,0,1,1,1
692,0 - 200 DM,36,past payment delays,business,9857,100 - 500 DM,4 - 7 years,1,male-single,none,3,building society savings/life insurance,31,none,own,2,unskilled-resident,2,yes,yes,0,1.0,0,4,0,0,1,3,2,0,1,1,3,1,1
693,none,60,current loans paid,car (new),6527,unknown/none,1 - 4 years,4,male-single,none,4,unknown-none,34,none,for free,1,skilled,2,yes,yes,0,1.0,3,2,1,4,0,3,2,3,1,0,1,1,1
694,> 200 DM or salary assignment,10,critical account - other non-bank loans,radio/television,1347,unknown/none,4 - 7 years,4,male-single,none,2,building society savings/life insurance,27,none,own,2,skilled,1,yes,yes,0,1.0,2,1,7,4,1,3,2,0,1,1,1,1,1
695,0 - 200 DM,36,past payment delays,car (new),2862,100 - 500 DM,>= 7 years,4,male-single,none,3,unknown-none,30,none,for free,1,skilled,1,none,yes,0,1.0,0,4,1,0,3,3,2,3,1,0,1,0,1
696,none,9,current loans paid,radio/television,2753,100 - 500 DM,>= 7 years,3,male-single,co-applicant,4,car or other,35,none,own,1,skilled,1,yes,yes,0,1.0,3,2,7,0,3,3,0,1,1,1,1,1,1
697,< 0 DM,12,current loans paid,car (new),3651,>= 1000 DM,1 - 4 years,1,male-single,none,3,building society savings/life insurance,31,none,own,1,skilled,2,none,yes,0,1.0,1,2,1,3,0,3,2,0,1,1,1,0,1
698,< 0 DM,15,critical account - other non-bank loans,furniture/equipment,975,< 100 DM,1 - 4 years,2,male-divorced/separated,none,3,building society savings/life insurance,25,none,own,2,skilled,1,none,yes,0,1.0,1,1,5,2,0,1,2,0,1,1,1,0,1
699,0 - 200 DM,15,current loans paid,repairs,2631,100 - 500 DM,1 - 4 years,3,female-divorced/separated/married,none,2,real estate,25,none,own,1,unskilled-resident,1,none,yes,0,1.0,0,2,8,0,0,0,2,2,1,1,3,0,1
700,0 - 200 DM,24,current loans paid,radio/television,2896,100 - 500 DM,< 1 year,2,male-single,none,1,car or other,29,none,own,1,skilled,1,none,yes,0,1.0,0,2,7,0,2,3,2,1,1,1,1,0,1
701,< 0 DM,6,critical account - other non-bank loans,car (new),4716,unknown/none,< 1 year,1,male-single,none,3,real estate,44,none,own,2,unskilled-resident,2,none,yes,0,1.0,1,1,1,4,2,3,2,2,1,1,3,0,1
702,none,24,current loans paid,radio/television,2284,< 100 DM,4 - 7 years,4,male-single,none,2,car or other,28,none,own,1,skilled,1,yes,yes,0,1.0,3,2,7,2,1,3,2,1,1,1,1,1,1
703,none,6,current loans paid,car (used),1236,500 - 1000 DM,1 - 4 years,2,male-single,none,4,building society savings/life insurance,50,none,rent,1,skilled,1,none,yes,0,1.0,3,2,2,1,0,3,2,0,1,2,1,0,1
704,0 - 200 DM,12,current loans paid,radio/television,1103,< 100 DM,4 - 7 years,4,male-single,guarantor,3,real estate,29,none,own,2,skilled,1,none,no,0,1.0,0,2,7,2,1,3,1,2,1,1,1,0,0
705,none,12,critical account - other non-bank loans,car (new),926,< 100 DM,unemployed,1,female-divorced/separated/married,none,2,building society savings/life insurance,38,none,own,1,unemployed-unskilled-non-resident,1,none,yes,0,1.0,3,1,1,2,4,0,2,0,1,1,2,0,1
706,none,18,critical account - other non-bank loans,radio/television,1800,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,24,none,own,2,skilled,1,none,yes,0,1.0,3,1,7,2,0,3,2,1,1,1,1,0,1
707,> 200 DM or salary assignment,15,current loans paid,education,1905,< 100 DM,>= 7 years,4,male-single,none,4,car or other,40,none,rent,1,highly skilled,1,yes,yes,0,1.0,2,2,4,2,3,3,2,1,1,2,0,1,1
708,none,12,current loans paid,furniture/equipment,1123,500 - 1000 DM,1 - 4 years,4,female-divorced/separated/married,none,4,car or other,29,none,rent,1,unskilled-resident,1,none,yes,1,1.0,3,2,5,1,0,0,2,1,1,2,3,0,1
709,< 0 DM,48,critical account - other non-bank loans,car (used),6331,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,46,none,for free,2,skilled,1,yes,yes,1,1.0,1,1,2,2,3,3,2,3,1,0,1,1,1
710,> 200 DM or salary assignment,24,current loans paid,radio/television,1377,100 - 500 DM,>= 7 years,4,female-divorced/separated/married,none,2,unknown-none,47,none,for free,1,skilled,1,yes,yes,0,1.0,2,2,7,0,3,0,2,3,1,0,1,1,1
711,0 - 200 DM,30,past payment delays,business,2503,100 - 500 DM,>= 7 years,4,male-single,none,2,building society savings/life insurance,41,stores,own,2,skilled,1,none,yes,0,1.0,0,4,0,0,3,3,2,0,2,1,1,0,1
712,0 - 200 DM,27,current loans paid,business,2528,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,building society savings/life insurance,32,none,own,1,skilled,2,yes,yes,0,1.0,0,2,0,2,2,0,2,0,1,1,1,1,1
713,none,15,current loans paid,car (new),5324,500 - 1000 DM,>= 7 years,1,female-divorced/separated/married,none,4,unknown-none,35,none,for free,1,skilled,1,none,yes,0,1.0,3,2,1,1,3,0,2,3,1,0,1,0,1
714,0 - 200 DM,48,current loans paid,car (new),6560,100 - 500 DM,4 - 7 years,3,male-single,none,2,building society savings/life insurance,24,none,own,1,skilled,1,none,yes,1,1.0,0,2,1,0,1,3,2,0,1,1,1,0,1
715,0 - 200 DM,12,no credit - paid,furniture/equipment,2969,< 100 DM,< 1 year,4,female-divorced/separated/married,none,3,building society savings/life insurance,25,none,rent,2,skilled,1,none,yes,1,1.0,0,3,5,2,2,0,2,0,1,2,1,0,1
716,0 - 200 DM,9,current loans paid,radio/television,1206,< 100 DM,>= 7 years,4,female-divorced/separated/married,none,4,real estate,25,none,own,1,skilled,1,none,yes,0,1.0,0,2,7,2,3,0,2,2,1,1,1,0,1
717,0 - 200 DM,9,current loans paid,radio/television,2118,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,37,none,own,1,unskilled-resident,2,none,yes,0,1.0,0,2,7,2,0,3,2,2,1,1,3,0,1
718,none,18,critical account - other non-bank loans,radio/television,629,500 - 1000 DM,>= 7 years,4,male-single,none,3,building society savings/life insurance,32,bank,own,2,highly skilled,1,yes,yes,0,1.0,3,1,7,1,3,3,2,0,0,1,0,1,1
719,< 0 DM,6,all loans at bank paid,education,1198,< 100 DM,>= 7 years,4,female-divorced/separated/married,none,4,unknown-none,35,none,for free,1,skilled,1,none,yes,1,1.0,1,0,4,2,3,0,2,3,1,0,1,0,1
720,none,21,current loans paid,car (used),2476,unknown/none,>= 7 years,4,male-single,none,4,real estate,46,none,own,1,highly skilled,1,yes,yes,0,1.0,3,2,2,4,3,3,2,2,1,1,0,1,1
721,< 0 DM,9,critical account - other non-bank loans,radio/television,1138,< 100 DM,1 - 4 years,4,male-single,none,4,real estate,25,none,own,2,unskilled-resident,1,none,yes,0,1.0,1,1,7,2,0,3,2,2,1,1,3,0,1
722,0 - 200 DM,60,current loans paid,car (new),14027,< 100 DM,4 - 7 years,4,male-single,none,2,unknown-none,27,none,own,1,highly skilled,1,yes,yes,1,1.0,0,2,1,2,1,3,2,3,1,1,0,1,1
723,none,30,critical account - other non-bank loans,car (used),7596,unknown/none,>= 7 years,1,male-single,none,4,car or other,63,none,own,2,skilled,1,none,yes,0,1.0,3,1,2,4,3,3,2,1,1,1,1,0,1
724,none,30,critical account - other non-bank loans,radio/television,3077,unknown/none,>= 7 years,3,male-single,none,2,car or other,40,none,own,2,skilled,2,yes,yes,0,1.0,3,1,7,4,3,3,2,1,1,1,1,1,1
